ATCOCode	CommonName	Lon	Lat	NatGazLocality
45025884	Stand C Cleckheaton Bus Station	-1.71192	53.72219	Cleckheaton
45025885	Stand D Cleckheaton Bus Station	-1.71188	53.72216	Cleckheaton
45025886	Stand E Cleckheaton Bus Station	-1.71181	53.72212	Cleckheaton
45025887	Stand F Cleckheaton Bus Station	-1.7118	53.72207	Cleckheaton
45025888	Netherfield Road	-1.71501	53.87691	Guiseley
45025889	Walton Road Spring Lane	-1.35977	53.92596	Wetherby
45025890	Barnsley Road Warren Lane	-1.49511	53.60332	Woolley Village
45025891	Westerton Road Garden House Lane	-1.55623	53.72576	West Ardsley
45025892	Owlet Road Fairbank	-1.76804	53.82849	Windhill (Bradford)
45025893	Harden Road Brown Cow	-1.84215	53.84999	Bingley
45025895	P1 Prospect Road - Ossett Bus Station	-1.57815	53.68113	Ossett
45025896	P2 Prospect Road - Ossett Bus Station	-1.57758	53.68087	Ossett
45025897	Howley Park Road Scotchman Close	-1.61225	53.73491	Bruntcliffe
45025898	Elmsall Drive Dale Lane Industrial Estate	-1.27205	53.60477	North Elmsall
45025899	Camp Road First Avenue	-1.33896	53.58835	South Kirkby
45025900	First Avenue Camp Road	-1.34045	53.58791	South Kirkby
45025901	Tuscany Way	-1.41688	53.71597	Scholey Hill
45025902	Standbridge Lane Standbridge Close	-1.5136	53.64333	Kettlethorpe (Wakefield)
45025903	Peacock Avenue Batley Road	-1.52033	53.686	Flanshaw
45025904	Fishergate Pinders Crescent	-1.26488	53.71141	Ferrybridge
45025905	Spittal Hardwick Lane Blind Hardwick Farm	-1.31227	53.7107	Townville
45025906	Castleford Lane Pontefract Road	-1.27364	53.71241	Ferrybridge
45025907	School Street Malton Road	-1.2612	53.61801	Wrangbrook
45025908	Walton Road School Street	-1.26281	53.61993	Wrangbrook
45025909	Walton Road Cross Street	-1.266	53.61914	Wrangbrook
45025910	Saxon Mount Holmsley Lane	-1.33893	53.59012	South Kirkby
45025911	Saxon Mount Camp Road	-1.33783	53.58889	South Kirkby
45025912	Commonside Bromley Street	-1.62466	53.70346	Batley
45025913	Park Lane - Pontefract	-1.32202	53.6943	Pontefract
45025914	School Lane Heckmondwike Road	-1.65782	53.69585	Dewsbury Moor
45025915	New North Road Castlegate	-1.78828	53.64872	Huddersfield Town Centre
45025916	Higher Coach Road Glenwood Avenue	-1.79329	53.84226	Saltaire (Shipley)
45025917	Coach Road Aire View Crescent	-1.78817	53.84082	Baildon
45025918	Coach Road Kingdom Hall	-1.78582	53.84081	Saltaire (Shipley)
45025919	Coach Road Fernbank Drive	-1.78264	53.8406	Baildon
45025920	Coach Road Green Lane	-1.77672	53.83905	Shipley (Bradford)
45025921	Green Lane Cliffe Lane	-1.77392	53.83861	Baildon
45025922	Pontefract Infirmary Mayors Walk	-1.30851	53.68891	Pontefract
45025923	Moorside Road Deganwy Drive	-1.72742	53.6642	Upper Heaton
45025924	Clifford Moor Road	-1.35597	53.89687	Clifford (Wetherby)
45025925	Clifford Moor Road	-1.35545	53.89672	Clifford (Wetherby)
45025926	H12 Broadway	-1.75171	53.79317	Bradford City Centre
45025927	P3 Prospect Road - Ossett Bus Ststion	-1.57773	53.68077	Ossett
45025928	P4 Prospect Road - Ossett Bus Station	-1.57815	53.68096	Ossett
45025929	Ledger Place Grange View	-1.50646	53.70926	Outwood (Wakefield)
45025930	Gibson Lane Moorgate Drive	-1.37047	53.77152	Kippax
45025931	Burras Lane Granville Mount	-1.69843	53.90255	Otley (W Yorks)
45025932	Park Road Four Lane Ends	-1.72182	53.86807	Guiseley
45025933	Chapel Lane Chapel Close	-1.62808	53.66456	Overthorpe (Dewsbury)
45025934	Overthorpe Avenue - Thorn Avenue	-1.63409	53.66209	Overthorpe (Dewsbury)
45025935	Slathwaite Road Sefton Rise	-1.62586	53.67176	Thornhill Lees
45025936	Westfield Lane Carlton Road	-1.29203	53.5926	South Elmsall
45025937	Westfield Lane Central Avenue	-1.29563	53.58871	Moorthorpe
45025938	Pontefract Road Ackworth	-1.32939	53.65829	Ackworth
45025939	King Cross Street Akeds Road	-1.8696	53.71979	Halifax Town Centre
45025940	Village Street	-1.79108	53.73955	Norwood Green (Halifax)
45025950	Cobden Road Pinder Avenue	-1.60933	53.78303	Old Farnley
45025951	Poplar Grove Haycliffe Avenue	-1.78816	53.77445	Horton Bank
45025952	Watty Hall Road	-1.78009	53.7705	Little Horton (Bradford)
45025953	Heaton Park Drive Garden Lane	-1.78917	53.81205	Heaton (Bradford)
45025954	Church Street - Manningham	-1.77567	53.80532	Manningham
45025955	Toller Lane - Manningham	-1.77635	53.80405	Girlington
45025956	Drummond Middle School Drummond Road	-1.77328	53.80408	Manningham
45025957	Girlington Road - Girlington	-1.78825	53.80395	Girlington
45025958	Duchy Avenue - Daisy Hill	-1.80279	53.81227	Daisy Hill (Bradford)
45025959	Duchy Drive Duchy Crescent	-1.79613	53.81153	Daisy Hill (Bradford)
45025960	Holmsley Lane Common Road	-1.35085	53.58847	South Kirkby
45025961	Wibsey First School North Road	-1.77706	53.76772	Wibsey
45025962	Buttershaw Lane Ivy Terrace	-1.78061	53.76166	Wibsey
45025963	King James School St Helens Gate	-1.74113	53.62965	Almondbury
45025964	South Leeds Holbeck Site	-1.56784	53.78396	Wortley (Leeds)
45025971	Heaton Park Drive Garden Lane	-1.7887	53.81196	Heaton (Bradford)
45025972	Church Street Springcliffe	-1.7759	53.80532	Girlington
45025973	Drummond Middle School - Manningham	-1.77349	53.80403	Manningham
45025974	Girlington Road - Girlington	-1.78844	53.80392	Girlington
45025975	Duchy Avenue Duchy Grove	-1.80276	53.81217	Daisy Hill (Bradford)
45025976	Duchy Drive Duchy Crescent	-1.79608	53.8114	Daisy Hill (Bradford)
45025977	Popular Grove - Horton Bank	-1.78824	53.77435	Horton Bank
45025978	Watty Hall Road	-1.78028	53.77045	Little Horton (Bradford)
45025979	King James School St Helens Gate	-1.74072	53.62942	Almondbury
45025984	Wharfedale Hospital	-1.69836	53.91444	Newall
45025985	Holmsley Lane Common Road	-1.35052	53.58847	South Kirkby
45025986	North Road Wibsey First School	-1.77713	53.76757	Wibsey
45025987	Buttershaw Lane Lyndale Court	-1.78043	53.76159	Wibsey
45026005	Ferrybridge Service Station	-1.26542	53.69788	Knottingley
45026006	Hartshead Moor Service Station	-1.74698	53.71366	Hartshead Moor
45026026	Bradshaw Lane Greystones Farm	-1.92518	53.62568	Scammonden
45026027	Knowsthorpe Gate - Cross Green	-1.50048	53.7856	Cross Green (Leeds)
45026028	Berry Lane	-1.38794	53.76133	Great Preston
45026065	Roker Lane Tong Lane	-1.6412	53.78021	Troydale
45026066	Flanshaw Lane Bective Road	-1.53185	53.68771	Alverthorpe
45026067	Flanshaw Lane Heddle Rise	-1.5318	53.68794	Alverthorpe
45026068	Beechwood Avenue Beechwood	-1.32206	53.68804	Pontefract
45026069	Beechwood Avenue Beechwood	-1.32171	53.68798	Pontefract
45026070	Colorado Way Whistler Drive	-1.33774	53.70901	Glasshoughton
45026071	Brook Lane Victoria Lane	-1.85671	53.63674	Golcar
45026072	Ashes Lane Castle Houses	-1.77775	53.61869	Berry Brow
45026073	Express Way Warburtons	-1.41026	53.7169	Altofts
45026105	Buckle Lane Bradford Road	-1.72932	53.88643	Chevin End
45026106	Buckle Lane Chevin End Road	-1.72123	53.89122	Chevin End
45026131	Ingle Avenue Ingle Grove	-1.60808	53.75285	Morley (Leeds)
45026133	Lawkholme Lane Eric Street	-1.90354	53.87417	Eastwood (Keighley)
45026134	Kensington Street Goulbourne Street	-1.915	53.86204	Knowle Park
45026135	Kensington Street Goulbourne Street	-1.91514	53.86185	Knowle Park
45026145	Castleford Lane Richmond Avenue	-1.27463	53.71349	Ferrybridge
45026146	Wordsworth Drive Byron Close	-1.27797	53.7098	Ferrybridge
45026165	Chapel Lane Leys Lane	-1.64465	53.61368	Emley
45026166	Chapel Lane Leys Lane	-1.64332	53.6136	Emley
45026185	Scatcherd Lane	-1.60982	53.74401	Morley (Leeds)
45026205	Warren Street Thornhill Street	-1.62883	53.68424	Savile Town (Dewsbury)
45026206	Warren Street	-1.62583	53.68438	Savile Town (Dewsbury)
45026207	Bretton Street	-1.62546	53.67677	Thornhill Lees
45026209	St Margarets School	-1.63979	53.83988	Horsforth
45026210	Bretton Street	-1.62567	53.67684	Thornhill Lees
45026211	Warren Street	-1.63199	53.68305	Savile Town (Dewsbury)
45026213	Bunkers Hill	-1.34299	53.82609	Aberford
45026214	Bunkers Hill	-1.34321	53.82614	Aberford
45026225	Haigh Beck View	-1.72215	53.83208	Thorpe Edge
45026246	Greenside Lane Parkside Terrace	-1.89581	53.8266	Cullingworth
45026247	Greenside Lane - Cullingworth	-1.89561	53.8265	Cullingworth
45026248	Greenside Lane - Cullingworth	-1.89538	53.82638	Cullingworth
45026249	Hallowes Park Road Greenside Lane	-1.89628	53.82642	Cullingworth
45026250	Hallowes Park Road	-1.8964	53.8262	Cullingworth
45026251	Hallowes Park Road	-1.89649	53.82606	Cullingworth
45026253	A - Cullingworth War Memorial - Roydwood Terrace	-1.89795	53.82729	Cullingworth
45026254	B - Cullingworth War Memorial - Roydwood Terrace	-1.89797	53.82719	Cullingworth
45026255	Wheatley Road - Lee Mount	-1.88008	53.7337	Lee Mount
45026256	Wheatley Road - Lee Mount	-1.87968	53.73377	Lee Mount
45026265	Esholt Rugby Club Esholt Lane	-1.73166	53.8564	Esholt
45026268	Parkland Drive Idelthorpe Way	-1.7252	53.83088	Thorpe Edge
45026305	Black Moor Road Crumack Lane	-1.93625	53.81536	Oxenhope
45026325	Winrose Drive The Clearings	-1.53366	53.76263	Belle Isle (Leeds)
45026326	Winrose Drive Winrose Avenue	-1.53084	53.76377	Belle Isle (Leeds)
45026345	Ransdale Road Back Greeves Street	-1.76459	53.77816	Little Horton (Bradford)
45026365	Saddleworth Road	-1.88874	53.68425	Greetland
45026366	Saddleworth Road Branch Road	-1.88888	53.68442	Greetland
45026369	Saddleworth Road High Trees Lane	-1.89586	53.68332	Greetland
45026371	Saddleworth Road High Trees Lane	-1.89585	53.68315	Greetland
45026374	Saddleworth Road The Stables	-1.90006	53.68216	Greetland
45026375	Saddleworth Road The Stables	-1.90009	53.68232	Greetland
45026376	Saddleworth Road Barsley Green Lane	-1.90416	53.68125	Greetland
45026377	Saddleworth Road Barsley Green Lane	-1.90354	53.68127	Greetland
45026378	Saddleworth Road	-1.91486	53.67848	Greetland
45026379	Saddleworth Road	-1.91505	53.67855	Greetland
45026385	Durkar Low Lane Green Acres	-1.5154	53.65132	Durkar
45026386	Durkar Low Lane The Crimbles	-1.51745	53.6519	Durkar
45026387	Topcliffe Lane	-1.58939	53.73503	Tingley
45026388	Chapel Street Bradford Road	-1.53986	53.72162	East Ardsley
45026389	Main Street Thorpe Road	-1.53905	53.72174	East Ardsley
45026390	Rein Road	-1.59282	53.73408	Tingley
45026391	Sycamore Lane Bretton Lane	-1.56629	53.61946	West Bretton
45026407	Topcliffe Lane	-1.58912	53.73498	Tingley
45026408	Owlet Road Shipley	-1.77014	53.83133	Shipley (Bradford)
45026427	Church Street	-1.83754	53.84413	Bingley
45026428	Beech Street Ash Terrace	-1.83011	53.84587	Bingley
45026429	Cottingley Moor Road North Bank Road	-1.8286	53.82244	Cottingley (Bradford)
45026447	Harrogate Road	-1.6598	53.8779	Leeds Bradford International Airport
45026448	Gaisby Lane Powell Road	-1.76367	53.81944	Shipley (Bradford)
45026468	Bradshaw Road Derwent Road	-1.79925	53.59658	Honley
45026469	Spa Street Manor Road	-1.55468	53.67297	Ossett Spa
45026470	Whitehall Road West Hunsworth Farm	-1.70674	53.74168	Hunsworth
45026471	Kings Mill Lane Cornrace View	-1.77617	53.63982	Primrose Hill (Huddersfield)
45026473	Headfield Road - Savile Town	-1.62857	53.67884	Thornhill Lees
45026474	Love Lane Oswalds Avenue	-1.32477	53.68794	Pontefract
45026475	Minden Close - Pontefract	-1.32829	53.68764	Purston Jaglin
45026488	Croft Flat Drive Wakefield Road	-1.72176	53.63939	Fenay Bridge
45026489	Croft Flat Drive Thorgrow Close	-1.72279	53.63849	Fenay Bridge
45026490	Croft Flat Drive Thorgrow Close	-1.72296	53.63854	Fenay Bridge
45026491	Thorgrow Close Hanby Close	-1.72236	53.6373	Fenay Bridge
45026492	Thorgrow Close Hanby Close	-1.72204	53.63713	Fenay Bridge
45026507	Tyersal Lane Dick Lane	-1.71372	53.78324	Cutler Heights
45026527	Radcliffe Road Lowestwood Lane	-1.85691	53.63237	Wellhouse (Huddersfield)
45026528	Y15 The Headrow	-1.54959	53.79949	Leeds City Centre
45026529	Hanover Way Park Lane College	-1.55762	53.80065	Leeds City Centre
45026530	Clarendon Road Woodhouse Square	-1.55679	53.80192	Woodhouse (Leeds)
45026531	Clarendon Way Dental Hospital	-1.55679	53.80358	Woodhouse (Leeds)
45026532	Clarendon Way Worsley Building	-1.55395	53.80366	Woodhouse (Leeds)
45026533	A & E Department Clarendon Way	-1.55121	53.80365	Leeds City Centre
45026534	L7 Portland Way	-1.5483	53.80338	Leeds City Centre
45026547	ASDA Superstore Burnham Avenue	-1.73467	53.77266	Bierley (Bradford)
45026548	School Services Only	-1.59469	53.81282	Kirkstall
45026550	School Services Only	-1.59449	53.81288	Kirkstall
45026568	Bradshaw Lane Derwent Road	-1.79928	53.59621	Honley
45026587	Queens Road Wells Walk	-1.82315	53.92224	Ilkley
45026588	Hebers Ghyll Drive Ghyll Wood	-1.8429	53.92332	Ilkley
45026607	Booths Supermarket	-1.81797	53.92741	Ilkley
45026608	Weeland Road Sharlston Common	-1.40367	53.67194	Sharlston
45026610	Wakefield Road Victoria Garden Centre	-1.38475	53.67553	Streethouse
45026611	Ferrybridge Road Orchard Head Lane	-1.29173	53.70481	Pontefract
45026613	Arncliffe Drive Mill View	-1.2767	53.70778	Ferrybridge
45026614	Arncliffe Drive Sandringham Avenue	-1.27435	53.7087	Ferrybridge
45026615	Arncliffe Drive St Andrews Drive	-1.27201	53.71122	Ferrybridge
45026627	School Services Only	-1.49302	53.68739	Wakefield City Centre
45026628	School Services Only	-1.49214	53.68752	Wakefield City Centre
45026629	School Services Only	-1.4671	53.65068	Walton (Wakefield)
45026647	Paris Road St Georges Road	-1.7607	53.56526	Scholes (Holmfirth)
45026667	Duke of York Avenue	-1.49323	53.66184	Portobello (Wakefield)
45026668	S2 Bridge Street	-1.93837	53.91531	Silsden
45026687	Crimble Bank	-1.88031	53.62442	Slaithwaite
45026707	Wheldon Road Wheldale	-1.33451	53.73125	Wheldale
45026727	Town Moor Allotment	-1.7474	53.59227	Thurstonland
45026728	Town Moor Sports Ground	-1.7473	53.59218	Thurstonland
45026729	Stocksmoor - Station Road	-1.72523	53.59337	Stocksmoor
45026730	Stocksmoor - Rail Station	-1.72356	53.59484	Stocksmoor
45026733	Cross Lane Stocks Moor Road	-1.7298	53.59424	Stocksmoor
45026747	School Services Only	-1.53092	53.81217	Sheepscar
45026767	Green Lane Carleton Road	-1.30018	53.67859	Carleton (Pontefract)
45026787	Broadlea Terrace Broadlea Close	-1.61511	53.81716	Sandford (Leeds)
45026788	Broadlea Terrace Broadlea Mount	-1.6113	53.81499	Sandford (Leeds)
45026789	A3 Leeds Crown Point Road	-1.5363	53.79253	Crown Point
45026807	Alighting Only	-1.90757	53.8678	Keighley
45026827	Waterloo Rise Flemming House Lane	-1.73719	53.64327	Waterloo (Huddersfield)
45026830	Carr Green Lane Westfield Court	-1.76142	53.6491	Rawthorpe
45026847	Meltham Road Woods Avenue	-1.91789	53.60332	Marsden (W Yorks)
45026867	Huddersfield Road Cross Lane	-1.69739	53.60348	Kirkburton
45026868	Kitson Hill Road Slipper Lane	-1.70413	53.68585	Kitson Hill
45026871	Fanny Moor Lane Longley Lane	-1.76833	53.63064	Ashenhurst
45026887	Rishworth Road Fiddle Lane	-1.92604	53.67153	Barkisland
45026907	Iveson Rise - Iveson Primary School	-1.60363	53.84352	Ireland Wood
45026908	Barnsley Road Vissett Close	-1.36671	53.60892	Hemsworth (Pontefract)
45026909	Elizabeth Avenue Nelson Street	-1.39245	53.60693	South Hiendley
45026930	Regent Street Charles Street	-1.39216	53.60576	South Hiendley
45026931	Regent Street East Street	-1.39429	53.60476	South Hiendley
45026947	Queen Elizebeth Drive Woodhouse Crescent	-1.41614	53.68924	Normanton (Wakefield)
45026968	Doncaster Road Moorhouse Court	-1.28371	53.58847	South Elmsall
45026987	Leeds Old Road Alma Lane	-1.67351	53.71722	White Lee
45027008	Spen Lane Kepstorn Rise	-1.60594	53.82399	Kirkstall
45027027	Lincoln Green Road Lindsey Road	-1.52523	53.80238	Burmantofts
45027047	Albert Drive	-1.54739	53.68454	Flanshaw
45027048	Albert Drive	-1.54744	53.68447	Flanshaw
45027049	Walton Road Watersole Lane	-1.37043	53.92597	Wetherby
45027050	Thorner Road Roman Road	-1.38047	53.87942	Bramham
45027051	Wetherby Road Wood Lane	-1.3468	53.92375	Walton (Wetherby)
45027052	Wetherby Road Wood Lane	-1.34675	53.92388	Walton (Wetherby)
45027053	Walton Road Watersole Lane	-1.3704	53.92605	Wetherby
45027054	High Street Bar Lane	-1.32502	53.89742	Boston Spa
45027055	High Street Bar Lane	-1.32474	53.89723	Boston Spa
45027056	Harrogate Road	-1.51192	53.87542	Wike
45027057	Harrogate Road	-1.51188	53.8756	Wike
45027058	Harrogate Road Manor House Lane	-1.52388	53.86701	Alwoodley Gates
45027059	Harrogate Road Manor House Lane	-1.52413	53.86727	Alwoodley Gates
45027067	Meltham Road	-1.91094	53.60538	Marsden (W Yorks)
45027087	Manchester Road Glenroyd	-1.93862	53.60159	Marsden (W Yorks)
45027107	Lindley C of E School	-1.82201	53.66256	Lindley (Huddersfield)
45027128	Wetherby Road Scarcroft Village Hall	-1.44876	53.86872	Scarcroft (Leeds)
45027129	Wetherby Road Scarcroft Village Hall	-1.44822	53.86904	Scarcroft (Leeds)
45027147	A1 Leeds Chadwick Street	-1.53397	53.79093	Crown Point
45027167	Lumbutts Road	-2.09985	53.70499	Walsden
45027187	Oatland Road Oatland Place	-1.542	53.81027	Little London (Leeds Centre)
45027207	Smith Lane Haslington Drive	-1.78934	53.80614	Girlington
45027227	Flanshaw Way Atlas	-1.53522	53.68473	Alverthorpe
45027231	Flanshaw Way Charlesworth	-1.53497	53.68489	Alverthorpe
45027247	Sublime Flowers - Cavendish Street	-1.90555	53.86801	Keighley
45027267	Flanshaw Way Bezier	-1.53924	53.68477	Flanshaw
45027268	Flanshaw Way Certex	-1.53947	53.68495	Alverthorpe
45027269	Albert Drive Daughters Court	-1.54312	53.68446	Alverthorpe
45027270	Albert Drive Daughters Court	-1.54241	53.68462	Flanshaw
45027287	Common Side Lane Springfield Farm	-1.37617	53.68478	Ackton
45027288	Ackton Lane Waldenhowe Close	-1.35953	53.69284	North Featherstone
45027289	Loscoe Lane - Ackton	-1.38872	53.69873	Ackton
45027307	Woodhall Avenue Woodhall Terrace	-1.70659	53.8023	Thornbury (Bradford Moor)
45027308	Gain Lane Woodhall Road	-1.70744	53.80414	Thornbury (Bradford Moor)
45027309	Gain Lane Woodhall Road	-1.70796	53.80444	Thornbury (Bradford Moor)
45027310	Gain Lane	-1.7121	53.80495	Thornbury (Bradford Moor)
45027311	Gain Lane Burlington Avenue	-1.71132	53.80498	Thornbury (Bradford Moor)
45027312	Gain Lane - Morrisons	-1.71442	53.80551	Thornbury (Bradford Moor)
45027327	The Avenue The Quarry	-1.55488	53.8601	Alwoodley
45027347	George Street Netheroyd	-1.40259	53.67718	Streethouse
45027367	Huddersfield Road Shelley Woodhouse Lane	-1.67249	53.59539	Shelley (Denby Dale)
45027387	Westgate - Wetherby	-1.38844	53.92936	Wetherby
45027388	Westgate - Wetherby	-1.38847	53.92947	Wetherby
45027389	West Busk Lane	-1.71823	53.90015	Otley (W Yorks)
45027390	Crofters Lea - Yeadon	-1.69917	53.86492	Westfield (Yeadon)
45027391	Crofters Lea	-1.69922	53.86481	Westfield (Yeadon)
45027392	West Busk Lane Duncan Avenue	-1.71369	53.90096	Otley (W Yorks)
45027407	Manor Road - Otley	-1.69301	53.90856	Otley (W Yorks)
45027427	Scammonden Road Slack Lane	-1.91648	53.6698	Barkisland
45027447	Otley Road Baildon Road	-1.7708	53.83908	Shipley (Bradford)
45027448	Otley Road Bailldon Road	-1.77032	53.83946	Shipley (Bradford)
45027467	Piper Lane	-1.70229	53.90294	Otley (W Yorks)
45027468	Piper Lane	-1.70217	53.90284	Otley (W Yorks)
45027469	West End Lane	-1.65395	53.84061	Horsforth
45027470	Barnsley Road Jane Well	-1.69577	53.57584	Upper Cumberworth
45027487	Hallfield Lane	-1.38055	53.92865	Wetherby
45027507	Station Road Yew Tree Road	-1.70733	53.58646	Shepley (Huddersfield)
45027527	Cowcliffe Hall Road Halifax Old Road	-1.78884	53.66309	Fartown (Huddersfield)
45027528	Leeds Road Wensleydale Road	-1.71375	53.79567	Bradford Moor
45027529	Hallfield Lane	-1.38215	53.92831	Wetherby
45027547	Watergate	-1.41735	53.72869	Scholey Hill
45027568	Holy Family RC Primary School	-1.58083	53.79677	Armley
45027591	Cross Geen Approach Pontefract Lane	-1.50982	53.78821	Cross Green (Leeds)
45027592	Moor Lane Netherthong	-1.80704	53.58119	Netherthong
45027607	Grimscar Road - Ainley Top	-1.82526	53.67166	Ainley Top
45027627	Woodhouse Road Greenwood Road	-1.48304	53.68483	East Moor (Wakefield)
45027628	Woodhouse Road Greenwood Road	-1.48289	53.68473	East Moor (Wakefield)
45027647	Johnston Street Marian Terrace	-1.55045	53.81506	Woodhouse (Leeds)
45027648	Johnston Street Marian Terrace	-1.5505	53.81515	Woodhouse (Leeds)
45027651	Hartley Crescent Hartley Avenue	-1.55164	53.81664	Woodhouse (Leeds)
45027652	Hartley Crescent Hartley Avenue	-1.55152	53.81656	Woodhouse (Leeds)
45027654	Lucas Place Burchett Grove	-1.55484	53.81684	Woodhouse (Leeds)
45027655	Lucas Place Burchett Grove	-1.55479	53.81694	Woodhouse (Leeds)
45027656	Delph Lane Cliff Terrace	-1.55692	53.81559	Woodhouse (Leeds)
45027658	Johnston Street Beulah Grove	-1.55214	53.81473	Woodhouse (Leeds)
45027659	Johnston Street Woodhouse Street	-1.5525	53.81441	Woodhouse (Leeds)
45027660	Delph Lane Cliff Terrace	-1.55678	53.81559	Woodhouse (Leeds)
45027667	Elmsall Drive Elmsall Way	-1.27428	53.60346	North Elmsall
45027668	Elmsall Drive Elmsall Way	-1.27439	53.60355	North Elmsall
45027669	Agbrigg Road Bowman Street	-1.47844	53.66683	Agbrigg
45027670	Hemsworth Road Bridge House	-1.34318	53.6047	Hemsworth (Pontefract)
45027671	Wrangbrook Lane Sleep Hill Lane	-1.25965	53.61226	Wrangbrook
45027672	Dale Lane Stadium Way	-1.28138	53.60482	North Elmsall
45027673	Dale Lane Elmsall Way	-1.2796	53.6056	North Elmsall
45027707	Ryburn Valley High School	-1.93388	53.70408	Sowerby (Halifax)
45027727	Manor Rise - Skelmanthorpe	-1.64726	53.5887	Skelmanthorpe
45027728	Meadow View - Skelmanthorpe	-1.64357	53.58777	Skelmanthorpe
45027729	Windmill Crescent - Skelmanthorpe	-1.63941	53.58854	Scissett
45027747	Harewood Road Barkerend Road	-1.7359	53.79668	Barkerend
45027767	Clay Pit Lane	-1.54287	53.80408	Little London (Leeds Centre)
45027787	Gloucester Avenue	-1.94819	53.91333	Silsden
45027807	Linton Road Barden Road	-1.47138	53.68684	East Moor (Wakefield)
45027808	Linton Road Barden Road	-1.4714	53.68515	East Moor (Wakefield)
45027810	School Turning Circle	-1.71756	53.87081	Guiseley
45027827	Moor Park Drive	-1.71608	53.80144	Bradford Moor
45027828	Wheatley Road	-1.89029	53.73702	Wheatley (Halifax)
45027829	City Lane Bottom	-1.88929	53.73455	Wheatley (Halifax)
45027830	Honley High School	-1.78242	53.60761	Honley
45027867	Tom Lane	-1.82335	53.63326	Crosland Moor
45027871	Manor Road Sowood View	-1.568	53.67134	Ossett Spa
45027872	Cross Road Butts Lane	-1.59771	53.64885	Middlestown
45027873	Durkar Lane Durkar Fields	-1.52536	53.64693	Durkar
45027874	Standbridge Lane Standbridge Garth	-1.51899	53.64303	Crigglestone
45027875	Stoney Lane Hollingthorpe Court	-1.52434	53.62877	Hall Green (Wakefield)
45027876	Stoney Lane Hall Croft	-1.51773	53.63381	Hall Green (Wakefield)
45027877	Boyne Hill - Almshouses	-1.50935	53.63688	Chapelthorpe
45027878	Cow Lane Madeley Road	-1.40797	53.62324	Havercroft
45027879	Cow Lane Madeley Road	-1.40826	53.62308	Havercroft
45027880	Doncaster Road Walton Royd	-1.33165	53.64017	Ackworth Moor Top
45027881	Ackworth Road Went Lane	-1.35132	53.66809	Featherstone (Pontefract)
45027882	Mill Dam Lane St Annes Villas	-1.30269	53.69747	Monkhill (Pontefract)
45027883	Newmarket Lane The Lanes	-1.44488	53.72519	Scholey Hill
45027884	Newmarket Lane	-1.43633	53.72528	Scholey Hill
45027885	Newmarket Lane	-1.43273	53.72603	Scholey Hill
45027886	Womersley Road Broomhill Avenue	-1.23699	53.70311	Knottingley
45027887	Moorside Road Moorside Methodist Church	-1.65938	53.75189	Drighlington
45027888	Gelderd Road Rooms Lane	-1.60906	53.76457	Churwell
45027891	L8 Merrion Way	-1.54315	53.80231	Leeds City Centre
45027893	A4 Leeds Crown Point Road	-1.53338	53.795	Quarry Hill (Leeds)
45027895	West Gate Crossley Street	-1.39189	53.92981	Wetherby
45027896	Dalton Green Lane Kelso Grove	-1.74263	53.64921	Dalton (Huddersfield)
45027897	Halifax Road Springfield Terrace	-1.72496	53.71452	Hightown (Cleckheaton)
45027898	Windy Bank Lane Tanner Street	-1.73503	53.71534	Hartshead Moor
45027899	Fall Lane Hartshead Hall Lane	-1.71332	53.69628	Hartshead (Cleckheaton)
45027900	Fall Lane Prospect Road	-1.71789	53.69787	Hartshead (Cleckheaton)
45027901	Norristhorpe Lane Cross Street	-1.6927	53.70036	Norristhorpe
45027902	Nunroyd Dale Lane	-1.67384	53.71412	Heckmondwike
45027903	Sunny Bank Road Robin Royd Drive	-1.69521	53.68977	Crossley
45027904	Soothill Lane Laith Croft Road	-1.61557	53.71336	Batley
45027906	Leeds Old Road Woodhall Road	-1.70887	53.80105	Thornbury (Bradford Moor)
45027907	School Services Only My bus	-1.65809	53.79934	Pudsey
45027908	Norristhorpe Lane School Street	-1.68484	53.70007	Norristhorpe
45027909	Thornhill Road Occupation Road	-1.81123	53.65478	Edgerton
45027910	Low Bank Lane - Oakworth	-1.96033	53.84884	Oakworth (Keighley)
45027911	Overthorpe Avenue Edge Avenue	-1.62927	53.66083	Overthorpe (Dewsbury)
45027912	Long Hill Road Fendale Court	-1.77592	53.67446	Brackenhall (Bradley)
45027913	Bradford Road Marldon Road	-1.82866	53.73329	Stump Cross (Halifax)
45027914	Bridge St Otley Police Station	-1.69452	53.90775	Otley (W Yorks)
45027915	Coal Road	-1.45892	53.82882	Whinmoor
45027916	Milford Lodge Hotel	-1.31119	53.77868	Micklefield
45027917	Whitcliffe Mount School	-1.72713	53.72619	Whitcliffe Mount
45027918	East Park Road Garton Road	-1.51297	53.7924	Richmond Hill (Leeds)
45027919	Scholes Road White Horse PH	-1.75365	53.56314	Jackson Bridge
45027920	Lindley Moor Road Cedar Court Hotel	-1.8311	53.67004	Ainley Top
45027921	Hall Cross Road Lowerhouses Lane	-1.76734	53.63261	Lowerhouses
45027925	Pontefract Lane	-1.51201	53.7901	Cross Green (Leeds)
45027932	Wellington Road Dewsbury Ring Road	-1.63234	53.69134	Dewsbury
45027933	Doncaster Road Barnsley Road	-1.33573	53.64094	Ackworth Moor Top
45027934	Fawcett Lane	-1.60052	53.78519	Old Farnley
